OG,FG,ABV,IBU,Color,BoilTime,BoilGravity,Efficiency,SugarScale,BrewMethod,PrimaryTemp,IsPils,SizeRatio
1.053,1.008,5.9,23.63,2.97,90,1.053,82.0,Specific Gravity,All Grain,8.0,True,1.0
1.055,1.01,5.92,0.0,2.8,60,1.055,95.0,Specific Gravity,All Grain,20.0,True,1.0
1.056,1.011,5.84,33.29,5.33,90,1.056,85.0,Specific Gravity,All Grain,13.0,True,1.0
1.057,1.016,5.43,34.01,8.0,60,1.115,35.0,Specific Gravity,extract,20.0,True,0.5
1.05,1.01,5.26,39.99,4.76,90,1.035,63.0,Specific Gravity,All Grain,10.0,True,1.4529411764705882
1.044,1.011,4.36,23.37,3.17,90,1.027,70.0,Specific Gravity,All Grain,8.89,True,1.6663732394366197
1.051,1.009,5.49,46.09,3.17,90,1.043,80.0,Specific Gravity,All Grain,7.22,True,1.1668868339938352
1.041,1.01,4.02,30.95,4.78,60,1.036,60.0,Specific Gravity,All Grain,12.0,True,1.12
1.053,1.008,5.9,37.4,3.86,60,1.041,65.0,Specific Gravity,All Grain,10.0,True,1.3179634966378482
1.052,1.008,5.76,43.46,4.24,90,1.033,60.0,Specific Gravity,All Grain,12.78,True,1.5995773903856314
1.0490000000000002,1.008,5.32,13.62,3.17,80,1.044,70.0,Specific Gravity,All Grain,12.0,True,1.1
1.046,1.008,5.04,47.09,5.26,90,1.039,70.0,Specific Gravity,All Grain,8.0,True,1.2
1.058,1.013,5.87,36.28,3.78,90,1.045,85.0,Specific Gravity,BIAB,10.56,True,1.2710259797446057
1.048,1.01,4.99,49.62,4.49,60,1.036,70.0,Specific Gravity,BIAB,13.0,True,1.358974358974359
1.056,1.01,5.95,60.24,4.38,60,1.037,70.0,Specific Gravity,All Grain,10.0,True,1.4997358689910196
1.0490000000000002,1.01,5.16,39.98,3.37,90,1.043,80.0,Specific Gravity,All Grain,13.0,True,1.1363636363636365
1.048,1.009,5.21,27.3,3.1,60,1.035,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.05,1.009,5.41,39.78,7.3,60,1.037,75.0,Specific Gravity,All Grain,16.67,True,1.3635926993275695
1.052,1.012,5.28,44.46,3.52,90,1.044,75.0,Specific Gravity,All Grain,10.0,True,1.1817963496637849
1.06,1.006,7.13,43.1,3.55,90,1.047,84.0,Specific Gravity,All Grain,10.0,True,1.279111644657863
1.046,1.007,5.04,29.33,2.77,60,1.042,78.0,Specific Gravity,All Grain,10.0,True,1.0888888888888888
1.05,1.012,5.05,31.81,4.12,90,1.04,63.0,Specific Gravity,All Grain,11.11,True,1.2728146013448607
1.048,1.009,5.05,41.69,3.01,60,1.037,72.0,Specific Gravity,All Grain,12.0,True,1.2916666666666667
1.055,1.013,5.51,37.36,3.33,60,1.041,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.056,1.011,5.96,14.62,4.66,60,1.045,70.0,Specific Gravity,All Grain,18.33,True,1.2501100836635843
1.06,1.011,6.5,34.86,3.49,90,1.041,75.0,Specific Gravity,All Grain,10.0,True,1.4726224783861672
1.053,1.013,5.3,48.45,3.1,90,1.039,77.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.062,1.016,6.05,28.93,3.48,60,1.051,90.0,Specific Gravity,All Grain,10.0,True,1.2083333333333333
1.052,1.009,5.58,37.53,3.59,90,1.046,74.0,Specific Gravity,All Grain,11.11,True,1.111130679816837
1.053,1.013,5.18,37.83,4.05,60,1.039,60.0,Specific Gravity,All Grain,10.0,True,1.3571428571428572
1.07,1.016,7.09,49.28,3.31,90,1.047,81.0,Specific Gravity,All Grain,11.11,True,1.497622820919176
1.04,1.009,4.02,61.32,4.05,60,1.029,75.0,Specific Gravity,All Grain,18.33,True,1.3569811320754717
1.051,1.008,5.68,40.95,3.61,90,1.044,75.0,Specific Gravity,All Grain,11.0,True,1.15625
1.051,1.012,5.06,37.53,5.11,60,1.043,55.0,Specific Gravity,All Grain,21.11,True,1.1820365033621518
1.05,1.012,4.98,33.13,3.02,60,1.047,75.0,Specific Gravity,All Grain,9.0,True,1.069767441860465
1.055,1.013,5.61,42.18,5.39,90,1.039,65.0,Specific Gravity,All Grain,18.33,True,1.4283018867924528
1.03,1.007,3.12,40.23,8.66,60,1.022,35.0,Specific Gravity,All Grain,12.0,True,1.3571428571428572
1.052,1.011,5.44,17.03,3.14,60,1.047,70.0,Specific Gravity,All Grain,13.0,True,1.1
1.048,1.013,4.55,40.45,3.7,60,1.035,70.0,Specific Gravity,All Grain,11.67,True,1.3635926993275695
1.051,1.013,5.0,33.58,5.34,90,1.038,65.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
1.051,1.012,5.13,61.62,12.36,60,1.037,65.0,Specific Gravity,All Grain,22.22,True,1.3635926993275695
11.5664,2.1943900000000003,4.99,31.91,4.12,60,11.1,87.0,Plato,All Grain,10.0,True,1.040983606557377
1.0490000000000002,1.011,4.97,18.71,4.0,65,1.035,70.0,Specific Gravity,All Grain,20.0,True,1.380976346250629
1.041,1.009,4.16,51.03,2.57,60,1.027,70.0,Specific Gravity,All Grain,16.0,True,1.5
1.052,1.013,5.12,34.61,4.03,60,1.041,60.0,Specific Gravity,All Grain,8.89,True,1.2728146013448607
1.046,1.008,5.05,40.6,4.25,75,1.042,70.0,Specific Gravity,All Grain,20.0,True,1.0952380952380953
1.051,1.009,5.55,45.49,3.58,90,1.041,70.0,Specific Gravity,All Grain,10.0,True,1.2380952380952381
1.06,1.015,5.88,32.78,3.35,90,1.051,70.0,Specific Gravity,All Grain,11.11,True,1.1817963496637849
1.039,1.01,3.85,63.26,4.2,60,1.034,68.0,Specific Gravity,All Grain,12.0,True,1.1363636363636365
1.044,1.008,4.77,35.67,2.72,90,1.036,80.0,Specific Gravity,All Grain,9.0,True,1.24
1.05,1.013,4.76,28.83,3.95,60,1.036,70.0,Specific Gravity,All Grain,12.22,True,1.3635926993275695
1.052,1.008,5.79,46.2,3.19,90,1.043,72.0,Specific Gravity,All Grain,12.0,True,1.2
1.043,1.01,4.32,35.4,3.76,90,1.036,80.0,Specific Gravity,All Grain,10.0,True,1.1820365033621518
1.048,1.013,4.55,37.38,3.17,60,1.048,35.0,Specific Gravity,extract,21.11,True,1.0
1.048,1.01,4.93,44.9,3.32,90,1.029,65.0,Specific Gravity,All Grain,10.0,True,1.6670581327069875
1.05,1.012,5.03,34.35,3.36,60,1.04,75.0,Specific Gravity,All Grain,9.0,True,1.2608695652173914
1.044,1.007,4.8,44.26,4.61,60,1.044,35.0,Specific Gravity,All Grain,15.0,True,1.0
1.048,1.008,5.33,37.19,3.72,60,1.04,80.0,Specific Gravity,All Grain,14.0,True,1.2
13.9119,4.0297,5.34,17.07,12.75,120,11.5,75.0,Plato,All Grain,20.0,True,1.2222222222222223
1.055,1.012,5.73,16.72,3.25,60,1.046,75.0,Specific Gravity,All Grain,15.56,True,1.2
1.048,1.007,5.39,31.9,3.97,90,1.04,80.0,Specific Gravity,All Grain,10.0,True,1.2
1.061,1.014,6.16,48.21,4.5,60,1.047,78.0,Specific Gravity,All Grain,15.56,True,1.2958579881656804
1.046,1.008,4.94,17.23,3.78,90,1.039,37.0,Specific Gravity,extract,10.0,True,1.1904761904761905
1.05,1.013,4.93,31.96,3.04,90,1.041,74.0,Specific Gravity,All Grain,10.0,True,1.2295365959289737
1.0490000000000002,1.012,4.76,32.14,3.01,60,1.056,35.0,Specific Gravity,extract,15.56,True,0.8695452457510335
1.051,1.015,4.66,31.72,6.75,90,1.041,75.0,Specific Gravity,All Grain,12.78,True,1.25
1.05,1.011,5.11,21.96,3.13,90,1.037,75.0,Specific Gravity,BIAB,9.0,True,1.3571428571428572
1.054,1.011,5.54,41.52,3.97,90,1.042,70.0,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.054,1.012,5.45,24.15,3.14,90,1.0490000000000002,72.0,Specific Gravity,All Grain,11.11,True,1.0907780979827089
1.052,1.012,5.16,42.57,5.25,60,1.047,80.0,Specific Gravity,All Grain,19.0,True,1.1
1.058,1.008,6.51,24.01,3.27,85,1.058,90.0,Specific Gravity,All Grain,13.5,True,1.0
1.054,1.018,4.83,36.17,3.21,60,1.033,75.0,Specific Gravity,All Grain,16.67,True,1.6663732394366197
1.056,1.011,5.91,38.66,3.58,60,1.045,77.0,Specific Gravity,All Grain,18.0,True,1.2380952380952381
1.057,1.016,5.34,20.93,3.19,90,1.044,87.0,Specific Gravity,All Grain,10.0,True,1.307598537180008
1.056,1.013,5.74,91.4,6.98,60,1.038,70.0,Specific Gravity,All Grain,21.11,True,1.4997358689910196
1.068,1.017,6.77,34.32,3.96,90,1.05,75.0,Specific Gravity,BIAB,11.0,True,1.0
1.046,1.013,4.38,48.97,3.17,90,1.03,65.0,Specific Gravity,BIAB,11.0,True,1.55
1.046,1.012,4.49,36.98,3.01,90,1.036,70.0,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.0659999999999998,1.017,6.41,39.22,3.88,90,1.055,70.0,Specific Gravity,All Grain,10.0,True,1.1996830427892236
1.057,1.016,5.35,20.34,3.19,90,1.056,87.0,Specific Gravity,All Grain,10.0,True,1.0133319244113348
1.051,1.01,5.39,48.12,3.44,90,1.041,75.0,Specific Gravity,BIAB,18.0,True,1.2391304347826086
1.052,1.013,5.13,34.5,3.21,60,1.064,85.0,Specific Gravity,All Grain,8.0,True,0.8181818181818182
1.052,1.014,4.88,45.55,4.59,60,1.04,77.0,Specific Gravity,All Grain,12.78,True,1.3051724137931036
1.046,1.008,4.98,13.69,4.21,60,1.04,85.0,Specific Gravity,All Grain,16.0,True,1.1428571428571428
1.058,1.016,5.54,25.27,3.17,60,1.116,35.0,Specific Gravity,extract,10.0,True,0.49973586899101957
1.051,1.012,5.07,33.14,6.39,75,1.032,90.0,Specific Gravity,BIAB,11.11,True,1.6004228329809724
1.051,1.012,5.17,34.42,8.82,90,1.035,60.0,Specific Gravity,All Grain,11.0,True,1.47
1.046,1.011,4.48,40.74,3.3,60,1.033,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.046,1.008,4.98,30.91,3.58,90,1.037,75.0,Specific Gravity,BIAB,12.0,True,1.25
1.048,1.013,4.56,38.95,5.08,60,1.042,35.0,Specific Gravity,All Grain,21.0,True,1.14
1.045,1.007,4.98,49.42,4.92,90,1.037,75.0,Specific Gravity,BIAB,10.0,True,1.2173913043478262
1.056,1.015,5.28,25.48,9.25,60,1.086,70.0,Specific Gravity,Partial Mash,20.0,True,0.65
1.0490000000000002,1.01,5.04,40.09,5.42,70,1.041,72.0,Specific Gravity,All Grain,18.0,True,1.173913043478261
1.046,1.01,4.71,69.75,3.08,60,1.035,70.0,Specific Gravity,All Grain,15.56,True,1.300052826201796
1.05,1.011,5.15,49.83,9.47,60,1.038,70.0,Specific Gravity,All Grain,19.0,True,1.32
1.052,1.014,4.93,40.52,3.29,90,1.042,82.0,Specific Gravity,All Grain,10.0,True,1.2501100836635843
1.055,1.01,5.91,21.54,5.26,60,1.0759999999999998,35.0,Specific Gravity,extract,10.0,True,0.72
1.0659999999999998,1.01,7.37,33.58,3.56,60,1.048,74.0,Specific Gravity,All Grain,18.33,True,1.3635926993275695
1.058,1.013,5.88,38.06,4.93,90,1.058,55.0,Specific Gravity,Partial Mash,11.0,True,1.0
1.058,1.014,5.75,15.27,4.7,90,1.048,77.0,Specific Gravity,All Grain,10.0,True,1.2
1.053,1.008,5.86,44.35,4.3,60,1.027,70.0,Specific Gravity,All Grain,10.0,True,1.923076923076923
1.062,1.017,5.86,37.32,3.49,90,1.054,75.0,Specific Gravity,All Grain,7.8,True,1.1578947368421053
1.044,1.007,4.78,31.12,3.04,90,1.0490000000000002,55.0,Specific Gravity,Partial Mash,12.0,True,0.47058823529411764
1.052,1.008,5.83,15.39,4.3,60,1.047,62.0,Specific Gravity,Partial Mash,21.11,True,1.0998415213946118
1.0490000000000002,1.015,4.52,31.25,3.46,90,1.036,80.0,Specific Gravity,All Grain,17.0,True,1.391304347826087
1.052,1.009,5.69,37.6,3.17,90,1.046,73.0,Specific Gravity,All Grain,18.0,True,1.1333333333333333
1.04,1.007,4.37,44.39,2.8,60,1.039,80.0,Specific Gravity,All Grain,20.0,True,1.02
1.062,1.017,5.96,15.21,5.61,60,1.041,75.0,Specific Gravity,All Grain,20.0,True,1.4997358689910196
1.0490000000000002,1.01,5.13,28.58,3.15,90,1.043,75.0,Specific Gravity,Partial Mash,11.0,True,1.125
1.05,1.009,5.4,44.21,4.76,90,1.034,53.0,Specific Gravity,All Grain,11.0,True,1.4545454545454546
1.05,1.013,4.98,33.3,3.22,60,1.043,70.0,Specific Gravity,All Grain,12.78,True,1.1820365033621518
1.046,1.011,4.48,35.71,3.16,60,1.03,71.0,Specific Gravity,All Grain,10.0,True,1.5390243902439023
1.01,1.003,0.88,56.04,17.18,60,1.009,70.0,Specific Gravity,All Grain,21.0,True,1.125
1.081,1.02,7.96,92.54,12.9,60,1.0590000000000002,70.0,Specific Gravity,All Grain,21.11,True,1.3635926993275695
1.05,1.01,5.25,31.93,4.38,70,1.035,72.0,Specific Gravity,All Grain,11.67,True,1.4283018867924528
1.052,1.013,5.15,42.54,3.58,90,1.044,72.0,Specific Gravity,All Grain,10.0,True,1.1818181818181819
1.05,1.01,5.26,34.14,4.36,15,1.096,35.0,Specific Gravity,extract,18.0,True,0.5238095238095238
1.053,1.01,5.64,48.35,12.78,60,1.038,70.0,Specific Gravity,All Grain,23.0,True,1.3888888888888888
1.052,1.012,5.28,63.18,4.59,60,1.034,80.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.056,1.014,5.5,37.24,3.26,90,1.048,68.0,Specific Gravity,All Grain,11.11,True,1.1817963496637849
1.05,1.01,5.33,29.57,4.2,60,1.042,70.0,Specific Gravity,All Grain,20.0,True,1.2
1.0490000000000002,1.013,4.68,37.44,3.52,90,1.044,70.0,Specific Gravity,BIAB,10.0,True,1.12
1.044,1.007,4.95,29.29,5.09,90,1.035,66.0,Specific Gravity,All Grain,12.78,True,1.2728146013448607
1.051,1.013,4.92,35.13,3.51,90,1.044,73.0,Specific Gravity,All Grain,10.0,True,1.16
1.05,1.014,4.7,36.12,3.93,60,1.083,35.0,Specific Gravity,Partial Mash,21.11,True,0.6001056524035921
1.057,1.013,5.78,27.23,11.06,90,1.051,70.0,Specific Gravity,All Grain,20.0,True,1.1111111111111112
1.0490000000000002,1.01,5.05,24.86,2.98,90,1.034,75.0,Specific Gravity,All Grain,10.0,True,1.4287871162556618
1.054,1.013,5.3,27.92,3.02,60,1.039,70.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
1.054,1.014,5.26,37.46,3.27,90,1.046,72.0,Specific Gravity,All Grain,8.89,True,1.1817963496637849
1.047,1.008,5.09,32.54,3.18,90,1.038,78.0,Specific Gravity,BIAB,10.0,True,1.2380952380952381
1.056,1.013,5.63,38.66,4.38,60,1.0490000000000002,74.0,Specific Gravity,All Grain,18.0,True,1.1428571428571428
1.05,1.01,5.3,61.5,5.31,60,1.041,67.0,Specific Gravity,All Grain,18.0,True,1.2380952380952381
1.047,1.011,4.71,32.25,4.42,60,1.037,70.0,Specific Gravity,All Grain,12.78,True,1.2910662824207493
1.034,1.008,3.38,47.03,3.38,75,1.026,75.0,Specific Gravity,All Grain,15.56,True,1.307598537180008
1.05,1.011,5.03,35.75,3.39,90,1.044,75.0,Specific Gravity,All Grain,10.0,True,1.1304847231794164
1.053,1.015,5.02,52.7,3.31,60,1.045,70.0,Specific Gravity,All Grain,10.0,True,1.1820365033621518
1.047,1.007,5.22,39.27,5.98,60,1.039,75.0,Specific Gravity,All Grain,18.0,True,1.2
1.0490000000000002,1.013,4.79,43.11,3.54,60,1.034,68.0,Specific Gravity,All Grain,10.0,True,1.425
1.054,1.013,5.32,42.23,3.7,90,1.046,70.0,Specific Gravity,All Grain,10.0,True,1.1817963496637849
1.042,1.008,4.57,27.35,3.14,60,1.03,70.0,Specific Gravity,BIAB,20.0,True,1.3998943475964079
1.0490000000000002,1.01,5.14,31.73,3.46,90,1.042,68.0,Specific Gravity,All Grain,13.0,True,1.1590909090909092
1.054,1.013,5.38,27.31,4.08,60,1.043,70.0,Specific Gravity,All Grain,15.56,True,1.2630700778642936
1.045,1.007,5.03,33.76,3.91,60,1.035,70.0,Specific Gravity,All Grain,12.0,True,1.2727272727272727
1.053,1.009,5.83,43.38,6.4,60,1.042,63.0,Specific Gravity,All Grain,21.0,True,1.2666666666666666
1.05,1.009,5.36,81.71,37.64,60,1.062,60.0,Specific Gravity,All Grain,18.0,True,0.8
1.06,1.011,6.41,53.43,7.56,60,1.05,70.0,Specific Gravity,BIAB,15.56,True,1.1996830427892236
1.052,1.013,5.12,46.49,3.36,60,1.041,78.0,Specific Gravity,Partial Mash,10.0,True,1.2728146013448607
1.046,1.01,4.73,24.14,3.57,60,1.038,73.0,Specific Gravity,All Grain,10.0,True,1.2
1.095,1.021,9.62,15.9,7.5,60,1.218,35.0,Specific Gravity,Partial Mash,19.0,True,0.43478260869565216
1.097,1.029,8.9,49.53,35.04,60,1.064,70.0,Specific Gravity,All Grain,16.0,True,1.5026455026455028
1.053,1.008,5.85,48.95,3.39,80,1.036,80.0,Specific Gravity,All Grain,10.0,True,1.48
1.05,1.013,4.82,28.61,3.04,90,1.043,80.0,Specific Gravity,All Grain,12.0,True,1.146341463414634
1.043,1.009,4.51,35.33,8.47,60,1.099,35.0,Specific Gravity,extract,24.0,True,0.43478260869565216
1.046,1.012,4.53,34.12,3.2,60,1.033,70.0,Specific Gravity,All Grain,9.44,True,1.4002642007926023
1.091,1.02,9.21,67.85,4.95,90,1.0659999999999998,75.0,Specific Gravity,All Grain,12.22,True,1.3635926993275695
1.051,1.011,5.2,38.22,4.9,60,1.051,35.0,Specific Gravity,extract,17.0,True,1.0
1.052,1.012,5.28,38.92,3.41,60,1.035,65.0,Specific Gravity,All Grain,10.0,True,1.5
1.046,1.009,4.74,35.98,3.73,60,1.035,75.0,Specific Gravity,All Grain,20.0,True,1.2857142857142858
1.046,1.011,4.68,33.4,4.19,90,1.034,78.0,Specific Gravity,All Grain,11.11,True,1.3635926993275695
1.05,1.014,4.73,32.29,3.64,90,1.038,75.0,Specific Gravity,All Grain,14.0,True,1.3116883116883116
1.047,1.013,4.55,34.24,3.65,90,1.034,75.0,Specific Gravity,All Grain,12.0,True,1.4
1.0590000000000002,1.015,5.78,28.32,3.35,90,1.048,78.0,Specific Gravity,BIAB,22.0,True,1.2195121951219512
1.051,1.008,5.63,43.46,4.24,90,1.032,60.0,Specific Gravity,All Grain,12.78,True,1.5995773903856314
1.053,1.014,5.09,34.11,4.49,75,1.042,65.0,Specific Gravity,All Grain,11.67,True,1.2728146013448607
1.061,1.019,5.58,16.56,5.27,60,1.042,70.0,Specific Gravity,All Grain,17.22,True,1.4543707973102786
1.051,1.013,5.06,25.65,3.09,60,1.071,75.0,Specific Gravity,Partial Mash,16.0,True,0.72
1.057,1.016,5.36,38.67,3.98,120,1.052,78.0,Specific Gravity,All Grain,12.78,True,1.1000017043324128
11.9525,2.32947,5.13,37.57,4.14,90,10.0,72.0,Plato,All Grain,12.0,True,1.2083333333333333
1.058,1.012,6.0,30.57,4.57,60,1.053,80.0,Specific Gravity,BIAB,20.0,True,1.0907780979827089
1.0490000000000002,1.01,5.05,35.06,3.87,120,1.068,78.0,Specific Gravity,All Grain,12.0,True,0.72
1.055,1.014,5.38,39.81,5.33,90,1.044,70.0,Specific Gravity,All Grain,10.0,True,1.25
1.048,1.009,5.07,24.08,3.36,90,1.039,80.0,Specific Gravity,All Grain,23.33,True,1.2303941487200325
1.047,1.007,5.26,22.67,3.79,90,1.043,70.0,Specific Gravity,All Grain,15.0,True,1.088
1.035,1.009,3.43,16.79,4.77,90,1.026,75.0,Specific Gravity,All Grain,12.78,True,1.3635926993275695
1.054,1.01,5.74,32.26,4.74,60,1.046,75.0,Specific Gravity,All Grain,10.0,True,1.16
1.045,1.006,5.09,28.56,3.09,90,1.036,80.0,Specific Gravity,All Grain,12.78,True,1.254562920268972
1.0490000000000002,1.012,4.8,31.3,3.28,60,1.041,75.0,Specific Gravity,All Grain,9.0,True,1.2
1.05,1.011,5.1,45.5,9.57,60,1.037,69.0,Specific Gravity,All Grain,-17.78,True,1.3635926993275695
1.048,1.008,5.32,41.03,3.06,75,1.042,75.0,Specific Gravity,BIAB,10.0,True,1.1428571428571428
1.046,1.009,4.89,37.15,3.59,120,1.034,55.0,Specific Gravity,All Grain,10.0,True,1.3333333333333333
1.0490000000000002,1.01,5.15,36.04,49.3,60,1.099,68.0,Specific Gravity,Partial Mash,23.89,True,0.5002201673271686
1.055,1.013,5.6,45.48,3.09,90,1.045,80.0,Specific Gravity,All Grain,10.0,True,1.2175511141741326
1.047,1.007,5.29,18.01,3.53,60,1.034,70.0,Specific Gravity,All Grain,22.0,True,1.3653846153846152
1.053,1.011,5.53,33.27,3.73,90,1.045,70.0,Specific Gravity,All Grain,10.0,True,1.16
1.064,1.014,6.45,39.85,4.82,60,1.047,75.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.048,1.011,4.86,18.66,5.07,60,1.04,70.0,Specific Gravity,All Grain,18.0,True,1.2
1.05,1.011,5.11,19.21,4.62,40,1.072,35.0,Specific Gravity,Partial Mash,18.33,True,0.6999471737982039
1.041,1.011,3.86,20.12,3.81,60,1.075,70.0,Specific Gravity,Partial Mash,18.89,True,0.5456292026897214
1.047,1.011,4.76,36.9,3.52,90,1.042,70.0,Specific Gravity,BIAB,14.0,True,1.125
1.048,1.011,4.87,30.57,3.1,60,1.035,70.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.063,1.014,6.39,40.91,3.55,80,1.045,80.0,Specific Gravity,All Grain,12.78,True,1.4169969176574195
1.056,1.016,5.26,23.23,3.39,60,1.041,80.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.057,1.013,5.82,24.54,3.75,60,1.045,70.0,Specific Gravity,All Grain,10.0,True,1.2727730246602917
1.041,1.009,4.17,34.29,3.98,60,1.031,73.0,Specific Gravity,All Grain,7.0,True,1.3333333333333333
1.046,1.013,4.38,38.19,3.17,60,1.036,75.0,Specific Gravity,All Grain,14.0,True,1.3
1.0490000000000002,1.011,5.0,36.25,3.13,60,1.042,72.0,Specific Gravity,All Grain,12.0,True,1.15
1.057,1.008,6.41,39.54,3.41,90,1.048,80.0,Specific Gravity,All Grain,11.11,True,1.1904402515723271
1.07,1.023,6.14,29.38,4.08,90,1.064,75.0,Specific Gravity,BIAB,10.0,True,1.0857142857142856
1.068,1.017,6.69,30.85,3.74,80,1.0490000000000002,75.0,Specific Gravity,BIAB,20.0,True,1.394736842105263
1.01,1.002,0.95,0.0,32.76,60,1.01,35.0,Specific Gravity,All Grain,20.0,True,1.0
1.047,1.007,5.23,37.63,4.49,60,1.039,75.0,Specific Gravity,All Grain,13.0,True,1.2
1.053,1.014,5.13,25.11,3.25,60,1.106,35.0,Specific Gravity,extract,10.0,True,0.5
1.048,1.01,4.98,26.85,3.68,60,1.043,70.0,Specific Gravity,BIAB,23.0,True,1.1176470588235294
1.048,1.007,5.41,36.31,4.89,90,1.042,75.0,Specific Gravity,All Grain,12.0,True,1.1481481481481481
1.05,1.013,4.84,24.37,3.11,90,1.041,80.0,Specific Gravity,All Grain,18.89,True,1.2303941487200325
1.0490000000000002,1.011,5.01,30.63,4.35,60,1.035,73.0,Specific Gravity,All Grain,15.0,True,1.4
1.024,1.005,2.52,453.9,2.93,60,1.043,35.0,Specific Gravity,extract,20.0,True,0.5565345080763583
1.056,1.014,5.48,32.35,3.05,90,1.041,83.0,Specific Gravity,All Grain,10.0,True,1.3635926993275695
1.05,1.011,5.16,31.81,3.33,60,1.042,78.0,Specific Gravity,All Grain,12.78,True,1.2
1.046,1.012,4.46,43.26,3.31,90,1.029,60.0,Specific Gravity,All Grain,10.0,True,1.5499207606973058
1.047,1.013,4.41,49.82,2.92,60,1.093,35.0,Specific Gravity,extract,21.11,True,0.5002201673271686
1.07,1.012,7.58,62.13,29.17,60,1.055,75.0,Specific Gravity,All Grain,20.0,True,1.26
1.051,1.008,5.54,29.32,3.84,90,1.045,55.0,Specific Gravity,BIAB,16.0,True,1.125
1.054,1.015,5.09,40.92,3.63,60,1.037,68.0,Specific Gravity,BIAB,18.0,True,1.4444444444444444
1.054,1.01,5.7,0.0,3.53,5,1.036,35.0,Specific Gravity,extract,21.0,True,1.48
1.052,1.012,5.32,26.75,3.44,60,1.026,35.0,Specific Gravity,extract,10.56,True,1.1115678214914855
1.05,1.012,4.97,40.22,3.73,90,1.038,75.0,Specific Gravity,All Grain,10.0,True,1.304088194763436
1.056,1.006,6.44,25.49,9.65,60,1.045,75.0,Specific Gravity,All Grain,20.0,True,1.2347826086956522
12.1287,2.07298,5.36,35.14,4.27,60,7.1,67.0,Plato,All Grain,14.44,True,1.7467018469656992
1.052,1.015,4.94,36.41,3.52,90,1.047,75.0,Specific Gravity,BIAB,10.0,True,1.12
1.0490000000000002,1.01,5.02,24.93,3.05,90,1.037,76.0,Specific Gravity,All Grain,10.0,True,1.3043478260869565
1.0490000000000002,1.013,4.8,38.17,3.43,60,1.036,70.0,Specific Gravity,All Grain,18.33,True,1.3635926993275695
1.048,1.011,4.92,25.09,4.48,60,1.036,73.0,Specific Gravity,All Grain,12.0,True,1.3571428571428572
1.062,1.017,5.93,20.12,4.57,90,1.058,80.0,Specific Gravity,All Grain,13.33,True,1.0750231145159161
1.06,1.014,6.1,58.65,3.7,90,1.043,72.0,Specific Gravity,All Grain,10.0,True,1.3998943475964079
1.05,1.009,5.44,38.49,4.43,60,1.039,75.0,Specific Gravity,All Grain,10.0,True,1.2728146013448607
1.061,1.015,5.94,0.0,3.79,60,1.116,35.0,Specific Gravity,extract,24.0,True,0.5238095238095238
1.052,1.011,5.39,37.64,4.32,60,1.042,60.0,Specific Gravity,BIAB,12.0,True,1.2340425531914894
1.05,1.01,5.19,32.75,3.09,90,1.043,75.0,Specific Gravity,All Grain,11.11,True,1.1739030553641168
1.052,1.008,5.73,46.53,3.31,90,1.038,70.0,Specific Gravity,All Grain,12.78,True,1.3635926993275695
1.035,1.008,3.58,19.81,4.65,60,1.065,70.0,Specific Gravity,Partial Mash,10.0,True,0.5456292026897214
1.048,1.012,4.7,31.38,2.93,60,1.068,75.0,Specific Gravity,Partial Mash,10.0,True,0.7
1.073,1.02,6.99,79.93,4.75,60,1.171,70.0,Specific Gravity,Partial Mash,10.0,True,0.42878711625566174
1.048,1.009,5.2,36.23,3.49,90,1.035,70.0,Specific Gravity,BIAB,10.0,True,1.3869565217391304
1.045,1.007,5.07,20.46,2.89,90,1.033,73.0,Specific Gravity,BIAB,11.11,True,1.3635926993275695
1.0490000000000002,1.012,4.8,34.12,3.12,90,1.029,70.0,Specific Gravity,All Grain,8.89,True,1.6663732394366197
1.072,1.022,6.56,1.78,4.91,70,1.057,65.0,Specific Gravity,BIAB,22.0,True,1.25
